NOMBRE,LINK,2020,2019,EXPEDIENTE,TIPO COMPAÑIA,ACTIVIDAD ECONÓMICA,REGION,PROVINCIA,CIUDAD,TAMAÑO,SECTOR,CANT. EMPLEADOS,ACTIVO2020,PATRIMONIO2020,INGRESOS POR VENTA2020,UTILIDAD ANTES DE 2020,UTILIDAD DEL EJERCICIO2020,UTILIDAD NETA2020,IR CAUSADO2020,INGRESO TOTAL2020
AUTOMOTORES Y ANEXOS (A.Y.A.),https://ec.linkedin.com/company/automotores-y-anexos-s-a-?trk=companies_directory,89.0,107,85.0,ANÓNIMA,"G4510.01 - VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,660.0,160696498.21,"63,281,918.02","142,143,272.4","266,648.70","-558,837.58",266648.7,0.00,"146,314,989.99"
PAPELERA NACIONAL SA,https://ec.linkedin.com/company/papelera-nacional-s-a-?trk=companies_directory,90.0,114,3680.0,ANÓNIMA,C1701.03 - FABRICACIÓN DE PAPEL Y CARTÓN PARA SU POSTERIOR ELABORACIÓN INDUSTRIAL.,COSTA,GUAYAS                                            ,CRNEL. MARCELINO MARIDUEÑA (SAN CARLOS)           ,GRANDE,SOCIETARIO,627.0,159690936.0,"119,739,619.0","156,267,717.0","20,064,666.00","23,605,490.00",14629235.5,"5,435,430.56","158,451,489.00"
UNILEVER ANDINA ECUADOR,https://www.linkedin.com/company/unilever/people/?facetGeoRegion=ec%3A0&keywords=ecuador,91.0,100,49769.0,ANÓNIMA,"C2023.11 - FABRICACIÓN DE AGENTES ORGÁNICOS TENSOACTIVOS Y PREPARADOS TENSOACTIVOS (DETERGENTES) PARA LAVAR EN POLVO O LÍQUIDOS; BARRAS (JABÓN), PASTILLAS, PIEZAS, PREPARADOS PARA FREGAR PLATOS (LAVAVAJILLAS); SUAVIZANTES TEXTILES, INCLUIDO JABÓN COSMÉTICO.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,632.0,159455050.0,"57,517,195.20","267,427,159.0","15,724,154.50","18,499,005.00",5379145.19,"10,345,009.30","267,427,159.00"
CONSENSOCORP,https://www.linkedin.com/company/grupoconsenso/,92.0,112,202176.0,ANÓNIMA,"K6420.00 - ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,SOCIETARIO,2.0,159276230.0,"159,098,388.0",0.00,"4,173,980.24","4,173,980.24",4173980.24,0.00,"5,756,472.59"
INDUGLOB S. A.,https://www.linkedin.com/company/indurama/?originalSubdomain=ec,96.0,119,30024.0,ANÓNIMA,"C2610.11 - FABRICACIÓN DE SEMICONDUCTORES, CONDENSADORES ELECTRÓNICOS, MICROPROCESADORES, TABLEROS DE CIRCUITOS IMPRESOS Y TABLEROS SIN IMPRIMIR, INCLUIDO LA CARGA DE COMPONENTES EN TABLEROS DE CIRCUITOS IMPRESOS Y OTROS COMPONENTES PARA ",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,MERCADO DE VALORES,1816.0,155138428.86,"71,202,279.35","172,708,165.0","7,013,597.65","9,850,392.39",5420675.48,"1,763,223.26","172,708,165.04"
CONTINENTAL TIRE ANDINA S. A.,https://www.linkedin.com/company/continental/people/?facetGeoRegion=ec%3A0,97.0,109,407.0,ANÓNIMA,"C2211.01 - FABRICACIÓN DE CUBIERTAS DE CAUCHO PARA: VEHÍCULOS, EQUIPO, MAQUINARIA MÓVIL, AERONAVES, JUGUETES, MUEBLES Y OTROS USOS: NEUMÁTICOS, LLANTAS.",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,MERCADO DE VALORES,892.0,153613107.44,"86,451,042.40","108,663,215.1","-3,288,827.26","-3,288,727.26",-3795308.88,"711,118.95","109,428,225.63"
AB INBEV HOLDING ECUADOR AB-INBEV S.,https://www.linkedin.com/company/cervecerianacional/?originalSubdomain=ec,98.0,-,728633.0,SOCIEDAD POR ACCIONES SIMPLIFICADA,"K6420.00 - ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,2.0,153208181.0,"147,345,122.0",0.00,"236,122,092.0","236,122,091.60",236122092.0,0.00,"236,122,411.00"
INDUSTRIAL MOLINERA CA,https://ec.linkedin.com/company/industrial-molinera?trk=companies_directory,99.0,113,2411.0,ANÓNIMA,"C1061.11 - MOLIENDA DE CEREALES, PRODUCCIÓN DE HARINA, SEMOLINA, SÉMOLA Y GRÁNULOS DE: TRIGO, CENTENO, AVENA, MAÍZ Y OTROS CEREALES.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,238.0,151314547.0,"42,981,811.50","57,250,724.80","1,018,653.88","1,198,416.30",114041.11,"904,612.77","59,233,026.70"
FARMAENLACE CIA. LTDA,https://ec.linkedin.com/company/farmaenlance?trk=companies_directory,100.0,134,153345.0,RESPONSABILIDAD LIMITADA,"G4649.22 - VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,3815.0,148432278.0,"27,002,034.00","445,057,795.0","23,360,815.00","27,483,305.00",16516684.0,"7,002,663.00","445,882,129.00"
PRIMAX COMERCIAL DEL ECUADOR SOCIEDAD ANONIMA,https://ec.linkedin.com/company/primax-s.a?trk=companies_directory,101.0,130,86945.0,ANÓNIMA,"G4661.03 - VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,4.0,147737347.0,"32,515,292.90","536,019,078.0","5,784,454.35","6,805,240.00",3791561.17,"1,992,893.18","536,939,332.00"
EUROFISH,https://ec.linkedin.com/company/eurofish-s-a?trk=companies_directory,117.0,144,34449.0,ANÓNIMA,"C1020.04 - ELABORACIÓN DE PRODUCTOS DE PESCADO: COCINADO, FILETES DE PESCADO, HUEVOS DE PESCADO, CAVIAR Y SUSTITUTOS DEL CAVIAR, ETCÉTERA. ELABORACIÓN DE PRODUCTOS DE CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL SECADO, SALAZÓN, CONSERVACIÓN EN SALMUERA, ENLATADOS, AHUMADO, ETCÉTERA.",COSTA,MANABI                                            ,MONTECRISTI                                       ,GRANDE,MERCADO DE VALORES,2008.0,127872187.0,"66,101,947.58","161,107,945.3","13,693,997.13","8,815,612.77",11433625.02,"2,354,191.87","161,107,945.35"
FERTISA AGIF C.L.,https://ec.linkedin.com/company/fertisa-agif-cl?trk=companies_directory,135.0,228,724114.0,RESPONSABILIDAD LIMITADA,M7210.24 - INVESTIGACIÓN Y DESARROLLO EN CIENCIAS AGROPECUARIAS.,COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,227.0,115701148.0,"18,468,119.80","120,843,914.0","1,532,337.13","1,802,749.00",876168.4,"656,168.73","121,876,797.00"
SALICA DEL ECUADOR,https://ec.linkedin.com/company/salica-del-ecuador-s-a?trk=companies_directory,141.0,158,103904.0,ANÓNIMA,"A0311.01 - ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES, CRUSTÁCEOS Y MOLUSCOS MARINOS, TORTUGAS, ERIZOS DE MAR, ASCIDIAS Y OTROS TUNICADOS, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,2162.0,112030622.0,"32,024,707.10","163,566,765.0","-145,739,049.","2,929,100.00",-145739049.0,0.00,"164,541,841.00"
ICESA,https://ec.linkedin.com/company/icesa-?trk=companies_directory,142.0,149,4294.0,ANÓNIMA,"G4759.05 - VENTA AL POR MENOR DE ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS: REFRIGERADORAS, COCINAS, MICROONDAS, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,669.0,111593908.38,"19,972,577.30","75,181,295.09","-4,736,231.36","-4,736,231.36",-4736231.36,0.00,"76,518,012.84"
CASABACA,https://ec.linkedin.com/company/casabaca-?trk=companies_directory,206.0,227,168.0,ANÓNIMA,"G4510.01 - VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,537.0,78765016.46,"31,428,101.87","115,236,860.4","306,714.65","360,840.76",153367.91,"434,552.90","115,434,695.56"
ALESSA,https://ec.linkedin.com/company/alessa?trk=companies_directory,207.0,263,100967.0,ANÓNIMA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,548.0,78690106.2,"15,985,589.50","58,938,196.10","4,237,817.72","4,985,667.90",2900466.41,"1,337,351.31","60,859,186.50"
ALESSA,https://ec.linkedin.com/company/alessa-s-a?trk=companies_directory,207.0,263,100967.0,ANÓNIMA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,548.0,78690106.2,"15,985,589.50","58,938,196.10","4,237,817.72","4,985,667.90",2900466.41,"1,337,351.31","60,859,186.50"
CONAUTO C.A.,https://ec.linkedin.com/company/conauto-c-a-?trk=companies_directory,216.0,259,4904.0,ANÓNIMA,"G4661.03 - VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,19.0,77273086.6,"56,250,794.10","70,182,836.50","1,396,270.87","1,642,816.20",873636.72,"522,634.15","70,437,077.60"
NEFROCONTROL,https://ec.linkedin.com/company/nefrocontrol-s-a-?trk=companies_directory,218.0,348,86099.0,ANÓNIMA,"C2100.01 - FABRICACIÓN DE SUSTANCIAS MEDICINALES ACTIVAS QUE SE UTILIZAN POR SUS PROPIEDADES FARMACOLÓGICAS EN LA FABRICACIÓN DE MEDICAMENTOS: ANTIBIÓTICOS, VITAMINAS BÁSICAS, ÁCIDO SALICÍLICO Y ACETILSALICÍLICO, ETCÉTERA, TRATAMIENTO DE LA SANGRE, FABRICACIÓN DE MEDICAMENTOS: ANTISUEROS Y OTRAS FRACCIONES DE SANGRE, AZÚCARES QUÍMICAMENTE PUROS, PRODUCTOS Y EXTRACTOS ENDOCRINOS,  VACUNAS. INCLUIDOS PREPARADOS HOMEOPÁTICOS, FABRICACIÓN Y PROCESAMIENTO DE GLÁNDULAS Y EXTRACTOS GLANDULARES, FABRICACIÓN DE PRODUCTOS QUÍMICOS ANTICONCEPTIVOS DE USO EXTERNO Y DE MEDICAMENTOS ANTICONCEPTIVOS HORMONALES, FABRICACIÓN DE PREPARADOS PARA EL DIAGNÓSTICO MÉDICO, INCLUIDAS PRUEBAS DE EMBARAZO, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,181.0,77198499.7,"34,247,956.90","40,026,070.20","2,211,089.85","2,601,282.20",1242802.49,"968,287.36","40,494,360.20"
ASISERVY,https://ec.linkedin.com/company/asiservy-s-a?trk=companies_directory,223.0,248,72073.0,ANÓNIMA,"C1020.02 - PREPARACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL CONGELADO, ULTRACONGELADO, SECADO, AHUMADO, SALADO, SUMERGIDO EN SALMUERA Y ENLATADO, ETCÉTERA.",COSTA,MANABI                                            ,JARAMIJÓ                                          ,GRANDE,MERCADO DE VALORES,681.0,76270753.03,"26,672,124.73","77,754,272.53","267,692.71","314,932.51",195935.83,"71,756.88","78,300,290.49"
PICA PLASTICOS INDUSTRIALES CA,https://ec.linkedin.com/company/pica-plasticos-industriales-ca?trk=companies_directory,248.0,284,3723.0,ANÓNIMA,"G4669.21 - VENTA AL POR MAYOR DE MATERIALES PLÁSTICOS EN FORMAS PRIMARIAS, CAUCHO, FIBRAS TEXTILES, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,824.0,66954257.3,"30,831,063.30","53,060,767.10","381,099.36","448,352.20",-22978.4,"404,077.76","53,706,058.50"
ELECTROCABLES C.A.,https://ec.linkedin.com/company/electrocables-c-a?trk=companies_directory,264.0,294,19691.0,ANÓNIMA,"C2732.01 - FABRICACIÓN DE HILOS Y CABLES AISLADOS DE ACERO, COBRE, ALUMINIO Y OTROS JUEGOS DE CABLES ELÉCTRICOS AISLADOS Y ENCHUFE.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,253.0,64086339.13,"26,854,978.49","56,763,286.51","1,432,294.87","1,432,294.87",1432294.87,0.00,"56,920,160.98"
DITECA,https://ec.linkedin.com/company/ditecakomatsu?trk=companies_directory,279.0,349,69919.0,ANÓNIMA,G4659.22 - VENTA AL POR MAYOR DE MAQUINARÍA PARA LA MINERÍA Y CONSTRUCCIÓN; INCLUYE PARTES Y PIEZAS.,COSTA,GUAYAS                                            ,SAMBORONDÓN                                       ,GRANDE,MERCADO DE VALORES,156.0,61029323.56,"21,146,308.97","39,295,802.19","2,020,688.70","1,253,090.11",1251211.79,"1,121,466.15","41,562,231.34"
INDEUREC,https://ec.linkedin.com/company/indeurec-?trk=companies_directory,283.0,489,67858.0,ANÓNIMA,"C2100.01 - FABRICACIÓN DE SUSTANCIAS MEDICINALES ACTIVAS QUE SE UTILIZAN POR SUS PROPIEDADES FARMACOLÓGICAS EN LA FABRICACIÓN DE MEDICAMENTOS: ANTIBIÓTICOS, VITAMINAS BÁSICAS, ÁCIDO SALICÍLICO Y ACETILSALICÍLICO, ETCÉTERA, TRATAMIENTO DE LA SANGRE, FABRICACIÓN DE MEDICAMENTOS: ANTISUEROS Y OTRAS FRACCIONES DE SANGRE, AZÚCARES QUÍMICAMENTE PUROS, PRODUCTOS Y EXTRACTOS ENDOCRINOS,  VACUNAS. INCLUIDOS PREPARADOS HOMEOPÁTICOS, FABRICACIÓN Y PROCESAMIENTO DE GLÁNDULAS Y EXTRACTOS GLANDULARES, FABRICACIÓN DE PRODUCTOS QUÍMICOS ANTICONCEPTIVOS DE USO EXTERNO Y DE MEDICAMENTOS ANTICONCEPTIVOS HORMONALES, FABRICACIÓN DE PREPARADOS PARA EL DIAGNÓSTICO MÉDICO, INCLUIDAS PRUEBAS DE EMBARAZO, ETCÉTERA.",COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,SOCIETARIO,370.0,60500792.4,"25,165,520.40","31,508,783.10","1,827,172.32","2,149,614.50",1043475.33,"783,696.99","31,832,133.30"
TECNOMEGA C.A.,https://ec.linkedin.com/company/tecnomega-c-a-?trk=companies_directory,327.0,430,87853.0,ANÓNIMA,G4651.01 - VENTA AL POR MAYOR DE COMPUTADORAS Y EQUIPO PERIFÉRICO.,SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,6.0,53130699.4,"28,881,598.80","84,619,202.40","3,896,665.05","4,584,311.80",3065605.92,"831,059.13","86,851,591.90"
LIMBOMAR,https://ec.linkedin.com/company/limbomar-?trk=companies_directory,338.0,500,140508.0,ANÓNIMA,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,SOCIETARIO,317.0,51760114.5,"31,612,077.10","51,133,107.60","8,042,151.24","9,461,354.40",7582262.99,"459,888.25","51,318,517.20"
COFIMAR,https://ec.linkedin.com/company/cofimarec?trk=companies_directory,345.0,407,73050.0,ANÓNIMA,"A0321.02 - EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,1413.0,50662705.0,"13,720,227.90","89,529,402.30","2,133,282.26","2,509,743.80",1778109.54,"355,172.72","91,777,917.30"
